run_id,instance_id,repo,controller,execution_mode,execute_status,success,final_target_test_pass,catastrophic_failure,test_runs,verification_events,search_count,read_count,patch_attempts,patch_apply_successes,fallback_events,post_error_extra_work,best_problem_reduction,final_problem_reduction,model_calls,prompt_tokens,completion_tokens,total_tokens,latency_seconds,tool_calls,context_files,context_bytes,files_changed,lines_changed,failed_verification_jobs,recovery_attempts,expected_choice,predicted_choice,route,workload_risk,quality_risk,notes
lmstudio_executable_context_gate,exec_window_boundary,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,1,1,0,0,0,0,1,1,1,0,0,1.0,1.0,1,252,99,351,16.9611,0,1,548,1,2,0,0,C,C,minimal_context,low,low,"{""parsed"": {""choice"": ""C"", ""confidence"": 1.0, ""reason"": ""The issue states the helper drops the final valid window. The original code iterates up to `len(items) - k`, which excludes the last valid starting index (`len(items) - k`). Candidate C changes the range stop to `len(items) - k + 1`, ensuring the loop includes the final valid window before the slice would exceed bounds.""}}"
lmstudio_executable_context_gate,exec_window_boundary,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,1193,484,1677,21.5946,0,1,652,1,2,0,0,C,C,full_context,low,low,"{""diagnosis"": {""diagnosis"": ""The buggy code iterates with `range(0, len(items) - k)`. In Python, `range` is exclusive of the stop value. For an input of length `n` and window size `k`, the last valid window starts at index `n - k`. The buggy code stops at `n - k - 1`, causing it to miss the final window. For example, with items=[1,2,3] and k=2, `len(items)-k` is 1, so the loop runs for i=0 only, producing [[1,2]] instead of the expected [[1,2], [2,3]]."", ""likely_choice"": ""C"", ""uncertainty"": 0.0}, ""decision"": {""choice"": ""C"", ""confidence"": 1.0, ""reason"": ""The buggy code uses `range(0, len(items) - k)`, which excludes the stop value. For an input of length `n` and window size `k`, the last valid window starts at index `n - k`. The loop must include this index, requiring the stop value to be `n - k + 1`. Candidate C correctly changes the range to `range(0, len(items) - k + 1)`, ensuring the final window is included. Candidates A and B alter the window size or start index incorrectly, and D fails the specific test cases.""}, ""verify"": {""final_choice"": ""C"", ""changed"": false, ""verification_note"": ""The proposed choice C is correct. The bug is that the loop range `range(0, len(items) - k)` stops before the last valid window index (`len(items) - k`). Changing the stop value to `len(items) - k + 1` includes the final window. Testing with `[1, 2, 3], k=2`: `len=3`, `k=2`, `stop=3-2+1=2`. Range is `0, 1`, producing indices 0 and 1, which yields windows `[1,2]` and `[2,3]`, matching the expected output. Candidates A and B produce incorrect window sizes or missing windows.""}}"
lmstudio_executable_context_gate,exec_mutable_default,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,1,1,0,0,0,0,1,1,1,0,0,1.0,1.0,1,214,91,305,4.1388,0,1,550,1,5,0,0,B,B,minimal_context,low,low,"{""parsed"": {""choice"": ""B"", ""confidence"": 1.0, ""reason"": ""The issue is caused by using a mutable default argument (`labels=[]`), which is created once at function definition time and shared across all calls, leading to data leakage. Candidate B fixes this by using `None` as the default and initializing a new list inside the function, ensuring each call gets a fresh list.""}}"
lmstudio_executable_context_gate,exec_mutable_default,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,1004,352,1356,18.0317,0,1,676,1,5,0,0,B,B,full_context,low,low,"{""diagnosis"": {""diagnosis"": ""The bug is caused by using a mutable default argument (`labels=[]`) in the function definition. In Python, default arguments are evaluated only once when the function is defined, not each time it is called. Consequently, the same list object is shared across all calls. When `solve` is called without an explicit `labels` argument, it appends to this shared list, causing data from previous calls to leak into subsequent calls (e.g., calling `solve('b')` after `solve('a')` results in `['a', 'b']` instead of `['b']`)."", ""likely_choice"": ""B"", ""uncertainty"": 0}, ""decision"": {""choice"": ""B"", ""confidence"": 0.95, ""reason"": ""The bug is caused by the mutable default argument `labels=[]`, which is created once and shared across all function calls. Option B correctly fixes this by using `None` as the default argument and initializing a new list inside the function only when `None` is passed. This ensures each call gets a fresh list unless a specific one is provided, satisfying all test cases including the seed case.""}, ""verify"": {""final_choice"": ""B"", ""changed"": false, ""verification_note"": ""The proposed choice B is correct. It fixes the mutable default argument bug by using `None` as the default and initializing a new list inside the function. This ensures that each call without an argument gets a fresh list, preventing state leakage between calls, while still allowing the caller to pass a specific list (like `seed`) to accumulate results.""}}"
lmstudio_executable_context_gate,exec_join_url,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,1,1,0,0,0,0,1,1,1,0,0,1.0,1.0,1,194,91,285,4.1052,0,1,474,1,2,0,0,A,A,minimal_context,low,low,"{""parsed"": {""choice"": ""A"", ""confidence"": 1.0, ""reason"": ""The issue is duplicate slashes at the boundary. Candidate A strips trailing slashes from the base and leading slashes from the path before joining with a single slash, which correctly prevents duplicates regardless of the input format. Candidate B strips the wrong ends, C removes all slashes (breaking relative paths), and D reverses the order.""}}"
lmstudio_executable_context_gate,exec_join_url,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,860,294,1154,13.9863,0,1,591,1,2,0,0,A,A,full_context,low,low,"{""diagnosis"": {""diagnosis"": ""The buggy code concatenates a trailing slash from the base URL with a leading slash from the path, resulting in a double slash (e.g., 'api/' + '/users' -> 'api//users'). The correct behavior requires removing the trailing slash from the base and the leading slash from the path before joining."", ""likely_choice"": ""A"", ""uncertainty"": 0.0}, ""decision"": {""choice"": ""A"", ""confidence"": 1.0, ""reason"": ""The diagnosis correctly identifies that the bug is caused by concatenating a trailing slash from the base URL with a leading slash from the path, creating a double slash. Implementation A uses rstrip('/') on the base to remove the trailing slash and lstrip('/') on the path to remove the leading slash, which directly addresses the identified issue without affecting the relative path structure or the base URL structure incorrectly.""}, ""verify"": {""final_choice"": ""A"", ""changed"": false, ""verification_note"": ""The proposed choice A correctly handles the test cases. For 'api/' and '/users', it strips the trailing slash from base and leading slash from path, resulting in 'api/users'. For 'https://x/' and '/a', it results in 'https://x/a'. This matches the expected behavior of joining URLs without duplicate slashes.""}}"
lmstudio_executable_context_gate,exec_topk_order,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,1,1,0,0,0,0,1,1,1,0,0,1.0,1.0,1,182,91,273,3.9142,0,1,404,1,2,0,0,B,B,minimal_context,low,low,"{""parsed"": {""choice"": ""B"", ""confidence"": 100, ""reason"": ""The issue states that the original code returns the smallest values instead of the largest. The original code sorts in ascending order (default) and takes the first k elements, which are the smallest. Candidate B sorts in descending order (reverse=True) and takes the first k elements, which correctly returns the k largest values.""}}"
lmstudio_executable_context_gate,exec_topk_order,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,840,285,1125,13.6981,0,1,490,1,2,0,0,B,B,full_context,low,low,"{""diagnosis"": {""diagnosis"": ""The original code sorts the list in ascending order (default behavior) and takes the first k elements, which results in the k smallest values. The issue requires returning the k largest values."", ""likely_choice"": ""B"", ""uncertainty"": 0.0}, ""decision"": {""choice"": ""B"", ""confidence"": 1.0, ""reason"": ""The issue states that the original code returns the k smallest values instead of the k largest. Candidate B sorts the list in descending order (reverse=True) and then takes the first k elements, which correctly yields the k largest values. This matches the expected output of the executable tests (e.g., [5, 4] for input [5, 1, 4] and k=2). Candidate A returns the k largest but in ascending order, which fails the test case where the expected output is [5, 4] (descending).""}, ""verify"": {""final_choice"": ""B"", ""changed"": false, ""verification_note"": ""Candidate B correctly sorts the list in descending order and takes the first k elements, satisfying the test cases. Candidate A returns the k largest values but in ascending order, which fails the test case expecting [5, 4]. The proposed choice B is correct.""}}"
lmstudio_executable_context_gate,exec_bool_parse,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,1,1,0,0,0,0,1,1,1,0,0,1.0,1.0,1,180,128,308,5.0717,0,1,402,1,2,0,0,C,C,minimal_context,low,low,"{""parsed"": {""choice"": ""C"", ""confidence"": 1.0, ""reason"": ""The issue states that non-empty strings like 'false' are incorrectly treated as True. The buggy code `bool(value)` returns True for any non-empty string, including 'false'. Candidate C explicitly checks for common truthy string representations ('1', 'true', 'yes') and ignores 'false', directly fixing the reported bug. Candidate A fails for empty strings (returns True), B inverts the logic incorrectly, and D still treats 'false' as True because it's a non-empty string.""}}"
lmstudio_executable_context_gate,exec_bool_parse,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,859,339,1198,15.6833,0,1,540,1,2,0,0,C,C,full_context,low,low,"{""diagnosis"": {""diagnosis"": ""The original code `return bool(value)` converts any non-empty string to `True`. This fails the test case `solve('false')` because the string 'false' is non-empty, so `bool('false')` returns `True`, but the expected result is `False`. The correct logic requires parsing the string content (e.g., checking if it equals 'true', 'yes', '1') rather than just checking if the string object exists."", ""likely_choice"": ""C"", ""uncertainty"": 0.0}, ""decision"": {""choice"": ""C"", ""confidence"": 1.0, ""reason"": ""The original code fails because it treats any non-empty string as True, including 'false'. Candidate C correctly implements the required logic by converting the input to a string, stripping whitespace, lowercasing it, and checking if it matches specific truthy values ('1', 'true', 'yes'). This passes all test cases: 'true' -> True, 'false' -> False, ' yes ' -> True, and '0' -> False.""}, ""verify"": {""final_choice"": ""C"", ""changed"": false, ""verification_note"": ""Candidate C correctly implements the required logic by converting the input to a string, stripping whitespace, lowercasing it, and checking if it matches specific truthy values ('1', 'true', 'yes'). This passes all test cases: 'true' -> True, 'false' -> False, ' yes ' -> True, and '0' -> False.""}}"
lmstudio_executable_context_gate,exec_cache_falsy,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,1,1,0,0,0,0,1,1,1,0,0,1.0,1.0,1,261,93,354,4.3125,0,1,661,1,5,0,0,A,A,minimal_context,medium,low,"{""parsed"": {""choice"": ""A"", ""confidence"": 1.0, ""reason"": ""The original code fails because it treats a falsy value (like 0 or False) as a cache miss, causing it to recompute the result unnecessarily. Candidate A correctly checks for the key's existence (`if key not in cache`) before loading, ensuring that falsy values are stored and returned correctly on subsequent calls.""}}"
lmstudio_executable_context_gate,exec_cache_falsy,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,1150,343,1493,18.2386,0,1,823,1,5,0,0,A,A,full_context,medium,low,"{""diagnosis"": {""diagnosis"": ""The buggy code uses `if not value:` to check for cache misses. This condition is true for any falsy value (e.g., 0, False, None, empty string). Consequently, if the `load` function returns a falsy value like 0, the code incorrectly re-runs `load(key)` on the second call, violating the caching contract. The test case explicitly verifies this by asserting that `load` is called only once even when the result is 0."", ""likely_choice"": ""A"", ""uncertainty"": 0.0}, ""decision"": {""choice"": ""A"", ""confidence"": 1.0, ""reason"": ""The test case verifies that `load` is called only once even when the result is 0. The buggy code uses `if not value:`, which evaluates to True for 0, causing a second call. Implementation A checks `if key not in cache:`, which correctly skips the call if the key exists, regardless of whether the cached value is 0. This matches the test expectation.""}, ""verify"": {""final_choice"": ""A"", ""changed"": false, ""verification_note"": ""The proposed choice A is correct. It fixes the bug by checking `if key not in cache` instead of `if not value`. This ensures that if the cached value is 0 (which is falsy), the key still exists in the cache, so `load` is not called again. The test expects `load` to be called only once, and implementation A satisfies this requirement.""}}"
lmstudio_executable_context_gate,exec_date_half_open,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,1,189,117,306,4.6576,0,1,422,1,2,1,0,C,B,minimal_context,high,high,"{""parsed"": {""choice"": ""B"", ""confidence"": 0.9, ""reason"": ""The issue states that the filter excludes records at one boundary. The original code `start < day < end` excludes both boundaries. Candidate B (`start < day <= end`) includes the end boundary but excludes the start boundary, which represents a fix for 'one boundary' being excluded. Candidate A includes both, which contradicts the premise of fixing a single boundary exclusion. Candidates C and D are symmetric to the original issue or identical, respectively.""}}"
lmstudio_executable_context_gate,exec_date_half_open,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,1002,453,1455,19.6058,0,1,543,1,2,0,0,C,C,full_context,high,low,"{""diagnosis"": {""diagnosis"": ""The original code uses strict inequality (`start < day < end`), which excludes the boundary values. The test `assert solve(10, 10, 20) is True` explicitly requires that the start boundary (10) be included, but the original code returns False for this case because 10 is not strictly greater than 10. Similarly, the test `assert solve(20, 10, 20) is False` requires that the end boundary (20) be excluded, which matches the original code's behavior for the upper bound. Therefore, the fix must change the lower bound operator from `<` to `<=` while keeping the upper bound as `<`."", ""likely_choice"": ""B"", ""uncertainty"": 0.0}, ""decision"": {""choice"": ""C"", ""confidence"": 1.0, ""reason"": ""The test `assert solve(10, 10, 20) is True` requires the start boundary (10) to be included, so the lower bound must be `<=`. The test `assert solve(20, 10, 20) is False` requires the end boundary (20) to be excluded, so the upper bound must be `<`. Implementation C (`start <= day < end`) satisfies both conditions.""}, ""verify"": {""final_choice"": ""C"", ""changed"": false, ""verification_note"": ""The proposed choice C (start <= day < end) correctly satisfies all test cases: solve(10, 10, 20) returns True because 10 <= 10 < 20 is true; solve(20, 10, 20) returns False because 10 <= 20 < 20 is false (20 is not less than 20); solve(15, 10, 20) returns True because 10 <= 15 < 20 is true. The original buggy code failed the first test case.""}}"
lmstudio_executable_context_gate,exec_duplicate_last_wins,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,1,254,215,469,9.046,0,1,620,1,6,1,0,A,C,minimal_context,high,high,"{""parsed"": {""choice"": ""C"", ""confidence"": 0.95, ""reason"": ""The issue states the map builder keeps the 'wrong duplicate record'. The original code uses `setdefault`, which keeps the first occurrence of a key. If the 'wrong' record is the second one (e.g., due to later data overwriting earlier data in a specific context not fully described but implied by the need for a fix), or if the logic requires explicit tracking to ensure the first one is kept regardless of dictionary behavior in edge cases, Candidate C is the most robust fix. It explicitly tracks seen IDs using a set and only adds the record if the ID hasn't been seen, guaranteeing the first occurrence is kept. Candidate A overwrites duplicates (keeping the last), which might be the opposite of the desired behavior if the original kept the first. Candidate B sorts the input, which changes the order and might not be desired. Candidate D returns the list, which doesn't solve the 'map builder' requirement.""}}"
lmstudio_executable_context_gate,exec_duplicate_last_wins,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,1106,361,1467,17.7779,0,1,731,1,5,0,0,A,A,full_context,high,low,"{""diagnosis"": {""diagnosis"": ""The buggy code uses `setdefault`, which only updates a key if it is missing. Since the input contains duplicate IDs (id: 1 appears twice), the second occurrence ('v': 'new') overwrites the first ('v': 'old') in the dictionary. However, `setdefault` keeps the first occurrence ('v': 'old'). The test expects the value to be 'new', meaning the implementation must update the existing key with the new value instead of skipping it."", ""likely_choice"": ""A"", ""uncertainty"": 0.0}, ""decision"": {""choice"": ""A"", ""confidence"": 1.0, ""reason"": ""The test expects the value for id 1 to be 'new', which is the second occurrence in the input list. The buggy code uses `setdefault`, which only assigns a value if the key is missing, thus keeping the first ('old') value. Candidate A uses direct assignment `out[row['id']] = row`, which overwrites the existing key with the new value, satisfying the test requirement.""}, ""verify"": {""final_choice"": ""A"", ""changed"": false, ""verification_note"": ""The proposed choice (A) is correct. The test requires that for duplicate IDs, the last occurrence in the input list is kept. The buggy code uses `setdefault`, which keeps the first occurrence. Candidate A uses direct assignment (`out[row['id']] = row`), which overwrites the previous value with the current one, ensuring the last duplicate is retained. This matches the test expectation where id 1 should map to the row with 'v': 'new'.""}}"
