run_id,instance_id,repo,controller,execution_mode,execute_status,success,final_target_test_pass,catastrophic_failure,test_runs,verification_events,search_count,read_count,patch_attempts,patch_apply_successes,fallback_events,post_error_extra_work,best_problem_reduction,final_problem_reduction,model_calls,prompt_tokens,completion_tokens,total_tokens,latency_seconds,tool_calls,context_files,context_bytes,files_changed,lines_changed,failed_verification_jobs,recovery_attempts,expected_choice,predicted_choice,route,workload_risk,quality_risk,notes
lmstudio_executable_context_gate,exec_window_boundary,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,1,231,78,309,2.3886,0,1,548,1,2,1,0,C,A,minimal_context,low,high,"{""parsed"": {""choice"": ""A"", ""confidence"": 0.95, ""reason"": ""The issue is that the original code drops the final valid window. The correct approach is to include the last window. Option A fixes this by using i:i+k+1, which ensures the final window is included. The other options either don't fix the issue or have incorrect logic.""}}"
lmstudio_executable_context_gate,exec_window_boundary,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,923,138,1061,4.2093,0,1,652,1,2,0,0,C,C,full_context,low,low,"{""diagnosis"": {""diagnosis"": ""The bug is that the current implementation of the solve function is not including the last valid window. The function is missing the final window because the range is not correctly set to include all possible windows."", ""likely_choice"": ""C"", ""uncertainty"": 0}, ""decision"": {""choice"": ""C"", ""confidence"": 1, ""reason"": ""The correct implementation is C, as it correctly includes all valid windows by adjusting the range to include the final window.""}, ""verify"": {""final_choice"": ""C"", ""changed"": true, ""verification_note"": ""Candidate C correctly adjusts the range to include the final valid window, ensuring all windows are captured.""}}"
lmstudio_executable_context_gate,exec_mutable_default,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,1,1,0,0,0,0,1,1,1,0,0,1.0,1.0,1,191,61,252,1.8064,0,1,550,1,5,0,0,B,B,minimal_context,low,low,"{""parsed"": {""choice"": ""B"", ""confidence"": 0.95, ""reason"": ""Candidate B correctly initializes the labels parameter as None and assigns an empty list if it is None, preventing label leakage across function calls. The other candidates either do not fix the issue or introduce new problems.""}}"
lmstudio_executable_context_gate,exec_mutable_default,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,786,168,954,5.1116,0,1,676,1,5,0,0,B,B,full_context,low,low,"{""diagnosis"": {""diagnosis"": ""The issue is that the labels list is being shared between multiple calls to the function, leading to label leakage from previous calls."", ""likely_choice"": ""B"", ""uncertainty"": ""low""}, ""decision"": {""choice"": ""B"", ""confidence"": ""high"", ""reason"": ""Choice B correctly initializes the labels parameter as None and assigns an empty list if it is None, preventing label leakage between function calls. This ensures each call to solve is independent and does not share the same list between calls.""}, ""verify"": {""final_choice"": ""B"", ""changed"": true, ""verification_note"": ""Choice B correctly prevents label leakage between function calls by initializing labels as None and assigning an empty list if it is None. This ensures each call to solve is independent and does not share the same list between calls.""}}"
lmstudio_executable_context_gate,exec_join_url,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,1,1,0,0,0,0,1,1,1,0,0,1.0,1.0,1,179,65,244,1.9357,0,1,474,1,2,0,0,A,A,minimal_context,low,low,"{""parsed"": {""choice"": ""A"", ""confidence"": 0.95, ""reason"": ""Implementation A correctly handles the issue by removing any trailing slash from the base and any leading slash from the path, preventing duplicate slashes at the boundary. The other options either don't handle edge cases properly or introduce different issues.""}}"
lmstudio_executable_context_gate,exec_join_url,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,743,182,925,5.439,0,1,591,1,2,0,0,A,A,full_context,low,low,"{""diagnosis"": {""diagnosis"": ""The buggy code appends a slash to the base and a slash to the path, which can result in duplicate slashes when the base or path already ends with a slash. For example, if base is 'api/' and path is '/users', the result would be 'api//users'."", ""likely_choice"": ""A"", ""uncertainty"": 0}, ""decision"": {""choice"": ""A"", ""confidence"": 1, ""reason"": ""Choice A correctly addresses the issue by removing trailing slashes from the base and leading slashes from the path, preventing duplicate slashes in the result.""}, ""verify"": {""final_choice"": ""A"", ""changed"": true, ""verification_note"": ""Choice A correctly removes trailing slashes from the base and leading slashes from the path, preventing duplicate slashes in the result. The other choices either do not handle the edge cases properly or introduce other issues.""}}"
lmstudio_executable_context_gate,exec_topk_order,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,1,1,0,0,0,0,1,1,1,0,0,1.0,1.0,1,164,81,245,2.3995,0,1,404,1,2,0,0,B,B,minimal_context,low,low,"{""parsed"": {""choice"": ""B"", ""confidence"": 0.95, ""reason"": ""The issue is that the top_k function is returning the smallest values instead of the largest. The correct approach is to sort the scores in descending order and then take the first k elements. Option B does this by sorting in reverse order and slicing the first k elements, which will return the largest values.""}}"
lmstudio_executable_context_gate,exec_topk_order,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,679,179,858,5.3221,0,1,490,1,2,0,0,B,B,full_context,low,low,"{""diagnosis"": {""diagnosis"": ""The buggy code returns the smallest values instead of the largest values because it sorts the list in ascending order and takes the first k elements, which are the smallest."", ""likely_choice"": ""B"", ""uncertainty"": 0}, ""decision"": {""choice"": ""B"", ""confidence"": 1, ""reason"": ""The correct implementation is B, which sorts the list in descending order and takes the first k elements, which are the largest values.""}, ""verify"": {""final_choice"": ""B"", ""changed"": true, ""verification_note"": ""The original choice was incorrect because the proposed implementation (B) correctly sorts the list in descending order and takes the first k elements, which are the largest values. The issue with the original choice was that it sorted in ascending order and took the first k elements, which would return the smallest values instead of the largest values.""}}"
lmstudio_executable_context_gate,exec_bool_parse,controlled/executable,direct_low,lmstudio_executable_context_budget,completed,1,1,0,0,0,0,1,1,1,0,0,1.0,1.0,1,163,86,249,2.8758,0,1,402,1,2,0,0,C,C,minimal_context,low,low,"{""parsed"": {""choice"": ""C"", ""confidence"": 0.95, ""reason"": ""The issue is that non-empty strings like 'false' are treated as True by the bool() function. Option C correctly converts the value to a string, trims whitespace, and checks if it is in the set {'1', 'true', 'yes'}, which accurately represents boolean values in a more explicit and controlled manner.""}}"
lmstudio_executable_context_gate,exec_bool_parse,controlled/executable,standard_full,lmstudio_executable_context_budget,completed,1,1,0,1,1,1,3,1,1,0,0,1.0,1.0,3,696,167,863,6.7057,0,1,540,1,2,0,0,C,C,full_context,low,low,"{""diagnosis"": {""diagnosis"": ""The issue is that the original code returns bool(value), which treats non-empty strings like 'false' as True because the string is truthy. The goal is to parse the string as a boolean value, where 'false' should be considered False."", ""likely_choice"": ""C"", ""uncertainty"": 0}, ""decision"": {""choice"": ""C"", ""confidence"": 1, ""reason"": ""Choice C correctly parses the string as a boolean value, where 'false' is considered False and non-empty strings like ' yes ' are treated as True.""}, ""verify"": {""final_choice"": ""C"", ""changed"": true, ""verification_note"": ""Choice C correctly handles the boolean parsing as per the tests, treating 'false' as False and non-empty strings like ' yes ' as True.""}}"
